alien_id,alien_name,alien_type,alien_color,witness_id,witness_name,witness_last_name,witness_address,witness_age,location_id,lat,lon,place,country,region,time_of_day
6,c/\0H,c2h5oh,white,58,Cynthia,Mitchell,"58576 Elizabeth Summit\nEast Karen, WV 52150",41,103,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,night
4,byrav4ik,c2h5oh,blue,35,Raymond,Perez,"532 Ford Trail\nSouth Alexanderside, ME 23040",21,101,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,day
1,kraken,g18rv44K,green,39,Brittany,Ferrell,"525 Mccoy Shore Apt. 429\nWest Blake, AK 54312",29,5,50.75932,25.34244,Lutsk,UA,Europe/Kiev,night
4,byrav4ik,c2h5oh,blue,66,Tiffany,Barajas,"4000 Adams Track\nLoganmouth, AZ 93360",27,134,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,night
4,byrav4ik,c2h5oh,blue,28,Kimberly,Holmes,"782 Brenda Port Apt. 513\nStephenberg, DC 44235",53,67,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
1,kraken,g18rv44K,green,44,Lucas,Lowe,"3288 Miller Terrace Suite 202\nHolmesstad, OK 53587",28,114,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,day
4,byrav4ik,c2h5oh,blue,40,Nicholas,Clark,"0696 Dawn Road\nWest Jessicaland, DC 04396",45,73,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
5,ydav4ik,c3h7oh,green,64,Todd,Meyer,"3236 Holly Lights\nLake Patriciashire, GA 61545",32,156,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
3,bobrobot,r2d2,yellow,66,Tiffany,Barajas,"4000 Adams Track\nLoganmouth, AZ 93360",27,47,47.56494,31.33078,Voznesensk,UA,Europe/Kiev,night
4,byrav4ik,c2h5oh,blue,43,Lisa,Vega,"8139 Holden Courts\nChristinabury, AL 47970",42,122,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,night
5,ydav4ik,c3h7oh,green,66,Tiffany,Barajas,"4000 Adams Track\nLoganmouth, AZ 93360",27,143,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
6,c/\0H,c2h5oh,white,63,Amber,Morgan,"0452 Wanda Plains\nLake Carlos, MT 77335",20,139,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,night
6,c/\0H,c2h5oh,white,55,Ruben,King,"79281 Sarah Plaza\nNorth Matthewborough, DC 61921",36,48,50.75932,25.34244,Lutsk,UA,Europe/Kiev,night
3,bobrobot,r2d2,yellow,59,Jasmine,Clark,"1699 Jenkins Ferry\nPort Derekfurt, ME 70913",16,57,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,night
5,ydav4ik,c3h7oh,green,46,Melissa,Decker,"69681 Jerry Court\nLake Dillonhaven, CT 73734",24,72,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
3,bobrobot,r2d2,yellow,51,Clayton,Gonzalez,"503 Smith Mountains\nLake Catherineside, MN 00696",45,46,45.99194,29.41824,Artsyz,UA,Europe/Kiev,night
3,bobrobot,r2d2,yellow,68,Kyle,Summers,"PSC 7058, Box 6183\nAPO AA 35700",37,32,46.75451,33.34864,Nova Kakhovka,UA,Europe/Kiev,night
5,ydav4ik,c3h7oh,green,17,Sue,Kemp,"1691 Ellis Curve Suite 456\nPort Barryton, DE 31453",44,87,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
6,c/\0H,c2h5oh,white,1,David,Villarreal,"44829 Clark Course Suite 864\nWest Courtney, OH 50495",37,165,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
6,c/\0H,c2h5oh,white,48,Kevin,Henderson,"234 Newton Manors Suite 546\nMariahland, UT 30470",53,92,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
1,kraken,g18rv44K,green,27,David,Anderson,"080 Vazquez Ridge Apt. 259\nMillerville, SC 43484",28,9,46.65581,32.6178,Kherson,UA,Europe/Kiev,night
4,byrav4ik,c2h5oh,blue,20,Meghan,Wilkins,"55445 Richard Lane\nLake Ashleyview, AL 95085",42,57,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,night
4,byrav4ik,c2h5oh,blue,7,Charlene,Obrien,"5408 Miguel Ferry\nJacobville, OR 41425",45,157,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,48,Kevin,Henderson,"234 Newton Manors Suite 546\nMariahland, UT 30470",53,38,50.75932,25.34244,Lutsk,UA,Europe/Kiev,night
3,bobrobot,r2d2,yellow,14,Leslie,Burgess,"345 Torres Island Suite 250\nNorth John, WV 43318",16,12,46.65581,32.6178,Kherson,UA,Europe/Kiev,night
5,ydav4ik,c3h7oh,green,15,Lori,Cooper,"762 Gregory Heights\nBurgessbury, IL 70144",55,108,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,day
5,ydav4ik,c3h7oh,green,14,Leslie,Burgess,"345 Torres Island Suite 250\nNorth John, WV 43318",16,76,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,day
6,c/\0H,c2h5oh,white,54,Terry,Gibson,"9853 Michael Springs\nSouth Pamela, WV 58969",26,115,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,38,Amy,Munoz,"95618 Williams Road Apt. 666\nReevesstad, KY 54384",22,92,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
1,kraken,g18rv44K,green,54,Terry,Gibson,"9853 Michael Springs\nSouth Pamela, WV 58969",26,18,50.75932,25.34244,Lutsk,UA,Europe/Kiev,night
4,byrav4ik,c2h5oh,blue,12,Cynthia,Burnett,"12379 Costa Ford\nEast Patrickstad, MO 14658",51,110,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
1,kraken,g18rv44K,green,50,Theresa,Marshall,"936 Tucker Harbor Suite 175\nPort Lori, AZ 05801",38,85,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
4,byrav4ik,c2h5oh,blue,22,Karen,Baker,"448 Stewart Hollow\nRyanland, MT 87156",48,153,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
6,c/\0H,c2h5oh,white,54,Terry,Gibson,"9853 Michael Springs\nSouth Pamela, WV 58969",26,73,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,night
3,bobrobot,r2d2,yellow,55,Ruben,King,"79281 Sarah Plaza\nNorth Matthewborough, DC 61921",36,95,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,night
2,thqurma,g18rv44K,yellow,47,Adrian,Atkins,"1785 Cooper Corner Apt. 374\nNorth Michael, WA 12515",16,98,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,day
1,kraken,g18rv44K,green,31,Emily,Hart,"43615 Anthony Brook\nNew Penny, SC 98282",43,124,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,33,Aaron,Morgan,USNV Martin\nFPO AP 21338,52,92,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
2,thqurma,g18rv44K,yellow,5,Scott,Harris,"12502 Kenneth Club Suite 456\nNew Zachary, WV 96762",39,132,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
1,kraken,g18rv44K,green,27,David,Anderson,"080 Vazquez Ridge Apt. 259\nMillerville, SC 43484",28,7,45.99194,29.41824,Artsyz,UA,Europe/Kiev,day
3,bobrobot,r2d2,yellow,50,Theresa,Marshall,"936 Tucker Harbor Suite 175\nPort Lori, AZ 05801",38,11,50.18545,27.06365,Shepetivka,UA,Europe/Kiev,night
6,c/\0H,c2h5oh,white,67,Melissa,Schwartz,"649 Stephanie Union Suite 716\nSouth Jerry, ME 31760",17,145,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,night
5,ydav4ik,c3h7oh,green,12,Cynthia,Burnett,"12379 Costa Ford\nEast Patrickstad, MO 14658",51,90,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
6,c/\0H,c2h5oh,white,41,Derek,Snyder,"PSC 9451, Box 6425\nAPO AA 43989",46,32,46.75451,33.34864,Nova Kakhovka,UA,Europe/Kiev,day
4,byrav4ik,c2h5oh,blue,36,Andrew,Holloway,"199 Eric Square\nBarnesmouth, OK 18566",35,113,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,38,Amy,Munoz,"95618 Williams Road Apt. 666\nReevesstad, KY 54384",22,33,51.67822,33.9162,Hlukhiv,UA,Europe/Kiev,night
5,ydav4ik,c3h7oh,green,16,Janet,Malone,"208 Misty Mission\nEddieborough, SD 32848",13,155,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
6,c/\0H,c2h5oh,white,36,Andrew,Holloway,"199 Eric Square\nBarnesmouth, OK 18566",35,81,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
4,byrav4ik,c2h5oh,blue,21,Renee,Beck,"1864 Thompson Drive\nEricland, SC 79805",36,113,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
6,c/\0H,c2h5oh,white,44,Lucas,Lowe,"3288 Miller Terrace Suite 202\nHolmesstad, OK 53587",28,150,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
4,byrav4ik,c2h5oh,blue,55,Ruben,King,"79281 Sarah Plaza\nNorth Matthewborough, DC 61921",36,3,50.18545,27.06365,Shepetivka,UA,Europe/Kiev,day
3,bobrobot,r2d2,yellow,13,Mary,Fox,"38277 Padilla Cliff\nWest Jamesborough, WV 27850",14,100,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,night
1,kraken,g18rv44K,green,1,David,Villarreal,"44829 Clark Course Suite 864\nWest Courtney, OH 50495",37,88,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,night
2,thqurma,g18rv44K,yellow,53,Dennis,Holmes,"02926 Theresa Harbors\nSouth Anita, MS 67216",40,47,47.56494,31.33078,Voznesensk,UA,Europe/Kiev,day
4,byrav4ik,c2h5oh,blue,32,Thomas,Hodge,"408 Margaret Hill\nRuiztown, NM 38129",14,57,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,night
2,thqurma,g18rv44K,yellow,4,Daniel,Murray,"6272 Anderson Union\nLake Paul, ME 29357",24,30,49.65186,26.97253,Krasyliv,UA,Europe/Kiev,day
6,c/\0H,c2h5oh,white,9,Lisa,Hansen,"373 Monica View\nSouth Angela, NE 26870",30,161,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,day
6,c/\0H,c2h5oh,white,51,Clayton,Gonzalez,"503 Smith Mountains\nLake Catherineside, MN 00696",45,3,50.18545,27.06365,Shepetivka,UA,Europe/Kiev,night
6,c/\0H,c2h5oh,white,26,Jennifer,Powers,"056 Joyce Spring\nNew Caitlin, IA 08345",22,30,49.65186,26.97253,Krasyliv,UA,Europe/Kiev,night
2,thqurma,g18rv44K,yellow,12,Cynthia,Burnett,"12379 Costa Ford\nEast Patrickstad, MO 14658",51,8,45.99194,29.41824,Artsyz,UA,Europe/Kiev,day
4,byrav4ik,c2h5oh,blue,20,Meghan,Wilkins,"55445 Richard Lane\nLake Ashleyview, AL 95085",42,72,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
3,bobrobot,r2d2,yellow,25,James,Sanders,"097 Ashley Park Apt. 067\nTaylorton, LA 09593",24,43,49.07866,30.96755,Zvenihorodka,UA,Europe/Kiev,night
6,c/\0H,c2h5oh,white,40,Nicholas,Clark,"0696 Dawn Road\nWest Jessicaland, DC 04396",45,140,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
5,ydav4ik,c3h7oh,green,40,Nicholas,Clark,"0696 Dawn Road\nWest Jessicaland, DC 04396",45,163,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
5,ydav4ik,c3h7oh,green,59,Jasmine,Clark,"1699 Jenkins Ferry\nPort Derekfurt, ME 70913",16,161,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,night
5,ydav4ik,c3h7oh,green,1,David,Villarreal,"44829 Clark Course Suite 864\nWest Courtney, OH 50495",37,14,49.65186,26.97253,Krasyliv,UA,Europe/Kiev,night
1,kraken,g18rv44K,green,43,Lisa,Vega,"8139 Holden Courts\nChristinabury, AL 47970",42,48,50.75932,25.34244,Lutsk,UA,Europe/Kiev,night
4,byrav4ik,c2h5oh,blue,68,Kyle,Summers,"PSC 7058, Box 6183\nAPO AA 35700",37,109,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,night
4,byrav4ik,c2h5oh,blue,25,James,Sanders,"097 Ashley Park Apt. 067\nTaylorton, LA 09593",24,155,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
5,ydav4ik,c3h7oh,green,44,Lucas,Lowe,"3288 Miller Terrace Suite 202\nHolmesstad, OK 53587",28,52,46.75451,33.34864,Nova Kakhovka,UA,Europe/Kiev,night
2,thqurma,g18rv44K,yellow,64,Todd,Meyer,"3236 Holly Lights\nLake Patriciashire, GA 61545",32,99,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
3,bobrobot,r2d2,yellow,45,Andrew,Taylor,"6196 William Locks Apt. 148\nNew Thomas, NE 21412",31,31,49.07866,30.96755,Zvenihorodka,UA,Europe/Kiev,night
3,bobrobot,r2d2,yellow,23,Patrick,Marshall,"3058 Moore Extension Apt. 703\nJohnville, MA 75623",40,135,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
2,thqurma,g18rv44K,yellow,59,Jasmine,Clark,"1699 Jenkins Ferry\nPort Derekfurt, ME 70913",16,159,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
2,thqurma,g18rv44K,yellow,53,Dennis,Holmes,"02926 Theresa Harbors\nSouth Anita, MS 67216",40,28,47.48444,36.25361,Polohy,UA,Europe/Zaporozhye,day
4,byrav4ik,c2h5oh,blue,57,Sarah,George,"5830 Dennis Loaf\nJeffreychester, PA 56275",53,50,50.75932,25.34244,Lutsk,UA,Europe/Kiev,day
5,ydav4ik,c3h7oh,green,28,Kimberly,Holmes,"782 Brenda Port Apt. 513\nStephenberg, DC 44235",53,19,45.99194,29.41824,Artsyz,UA,Europe/Kiev,night
4,byrav4ik,c2h5oh,blue,65,Tonya,Hill,"54501 Carter Courts Suite 388\nSouth Robert, MD 11035",49,67,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
3,bobrobot,r2d2,yellow,47,Adrian,Atkins,"1785 Cooper Corner Apt. 374\nNorth Michael, WA 12515",16,26,49.07866,30.96755,Zvenihorodka,UA,Europe/Kiev,day
1,kraken,g18rv44K,green,61,Patrick,Reese,"PSC 3941, Box 0259\nAPO AA 08797",45,123,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
5,ydav4ik,c3h7oh,green,23,Patrick,Marshall,"3058 Moore Extension Apt. 703\nJohnville, MA 75623",40,74,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
6,c/\0H,c2h5oh,white,51,Clayton,Gonzalez,"503 Smith Mountains\nLake Catherineside, MN 00696",45,152,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
6,c/\0H,c2h5oh,white,23,Patrick,Marshall,"3058 Moore Extension Apt. 703\nJohnville, MA 75623",40,26,49.07866,30.96755,Zvenihorodka,UA,Europe/Kiev,day
4,byrav4ik,c2h5oh,blue,1,David,Villarreal,"44829 Clark Course Suite 864\nWest Courtney, OH 50495",37,143,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
4,byrav4ik,c2h5oh,blue,22,Karen,Baker,"448 Stewart Hollow\nRyanland, MT 87156",48,97,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
3,bobrobot,r2d2,yellow,39,Brittany,Ferrell,"525 Mccoy Shore Apt. 429\nWest Blake, AK 54312",29,10,51.67822,33.9162,Hlukhiv,UA,Europe/Kiev,night
4,byrav4ik,c2h5oh,blue,67,Melissa,Schwartz,"649 Stephanie Union Suite 716\nSouth Jerry, ME 31760",17,131,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
1,kraken,g18rv44K,green,10,Kimberly,Palmer,"01912 Wright Glen Suite 088\nNorth Paul, WI 74513",34,141,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,night
1,kraken,g18rv44K,green,49,Jenna,Chen,"417 Martinez Dale\nPaulside, HI 89774",36,24,46.65581,32.6178,Kherson,UA,Europe/Kiev,night
1,kraken,g18rv44K,green,70,Tonya,Stephens,"238 Martha Rapid Suite 840\nKristyhaven, DC 66761",36,133,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
4,byrav4ik,c2h5oh,blue,58,Cynthia,Mitchell,"58576 Elizabeth Summit\nEast Karen, WV 52150",41,18,50.75932,25.34244,Lutsk,UA,Europe/Kiev,day
3,bobrobot,r2d2,yellow,38,Amy,Munoz,"95618 Williams Road Apt. 666\nReevesstad, KY 54384",22,126,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
2,thqurma,g18rv44K,yellow,19,Richard,Crawford,"94388 Tiffany Walk Apt. 953\nJenniferfurt, VA 20562",33,5,50.75932,25.34244,Lutsk,UA,Europe/Kiev,day
3,bobrobot,r2d2,yellow,23,Patrick,Marshall,"3058 Moore Extension Apt. 703\nJohnville, MA 75623",40,113,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
5,ydav4ik,c3h7oh,green,55,Ruben,King,"79281 Sarah Plaza\nNorth Matthewborough, DC 61921",36,162,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
3,bobrobot,r2d2,yellow,65,Tonya,Hill,"54501 Carter Courts Suite 388\nSouth Robert, MD 11035",49,14,49.65186,26.97253,Krasyliv,UA,Europe/Kiev,night
1,kraken,g18rv44K,green,46,Melissa,Decker,"69681 Jerry Court\nLake Dillonhaven, CT 73734",24,5,50.75932,25.34244,Lutsk,UA,Europe/Kiev,day
5,ydav4ik,c3h7oh,green,5,Scott,Harris,"12502 Kenneth Club Suite 456\nNew Zachary, WV 96762",39,27,49.65186,26.97253,Krasyliv,UA,Europe/Kiev,day
2,thqurma,g18rv44K,yellow,14,Leslie,Burgess,"345 Torres Island Suite 250\nNorth John, WV 43318",16,83,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,night
4,byrav4ik,c2h5oh,blue,37,William,Ferguson,"1663 Jeffrey Key\nRandystad, WY 69521",35,20,45.99194,29.41824,Artsyz,UA,Europe/Kiev,day
6,c/\0H,c2h5oh,white,10,Kimberly,Palmer,"01912 Wright Glen Suite 088\nNorth Paul, WI 74513",34,17,47.48444,36.25361,Polohy,UA,Europe/Zaporozhye,day
1,kraken,g18rv44K,green,31,Emily,Hart,"43615 Anthony Brook\nNew Penny, SC 98282",43,152,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
5,ydav4ik,c3h7oh,green,49,Jenna,Chen,"417 Martinez Dale\nPaulside, HI 89774",36,41,46.65581,32.6178,Kherson,UA,Europe/Kiev,day
6,c/\0H,c2h5oh,white,36,Andrew,Holloway,"199 Eric Square\nBarnesmouth, OK 18566",35,93,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,night
6,c/\0H,c2h5oh,white,61,Patrick,Reese,"PSC 3941, Box 0259\nAPO AA 08797",45,120,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,66,Tiffany,Barajas,"4000 Adams Track\nLoganmouth, AZ 93360",27,109,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
2,thqurma,g18rv44K,yellow,61,Patrick,Reese,"PSC 3941, Box 0259\nAPO AA 08797",45,92,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
2,thqurma,g18rv44K,yellow,64,Todd,Meyer,"3236 Holly Lights\nLake Patriciashire, GA 61545",32,36,51.67822,33.9162,Hlukhiv,UA,Europe/Kiev,day
4,byrav4ik,c2h5oh,blue,63,Amber,Morgan,"0452 Wanda Plains\nLake Carlos, MT 77335",20,75,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
4,byrav4ik,c2h5oh,blue,16,Janet,Malone,"208 Misty Mission\nEddieborough, SD 32848",13,46,45.99194,29.41824,Artsyz,UA,Europe/Kiev,night
6,c/\0H,c2h5oh,white,25,James,Sanders,"097 Ashley Park Apt. 067\nTaylorton, LA 09593",24,113,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,58,Cynthia,Mitchell,"58576 Elizabeth Summit\nEast Karen, WV 52150",41,156,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
6,c/\0H,c2h5oh,white,65,Tonya,Hill,"54501 Carter Courts Suite 388\nSouth Robert, MD 11035",49,156,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
4,byrav4ik,c2h5oh,blue,27,David,Anderson,"080 Vazquez Ridge Apt. 259\nMillerville, SC 43484",28,57,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
4,byrav4ik,c2h5oh,blue,2,Brittany,Taylor,"6377 Flores Ports\nWest Julietown, AK 62305",37,73,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,night
6,c/\0H,c2h5oh,white,60,Christian,Cordova,"5410 Allen Vista\nPort Williamland, NJ 36998",26,37,49.41029,38.15035,Svatove,UA,Europe/Zaporozhye,day
4,byrav4ik,c2h5oh,blue,64,Todd,Meyer,"3236 Holly Lights\nLake Patriciashire, GA 61545",32,29,51.67822,33.9162,Hlukhiv,UA,Europe/Kiev,day
3,bobrobot,r2d2,yellow,30,Jessica,Smith,"0460 Bauer Drive\nMcintoshbury, NJ 81783",28,37,49.41029,38.15035,Svatove,UA,Europe/Zaporozhye,night
3,bobrobot,r2d2,yellow,47,Adrian,Atkins,"1785 Cooper Corner Apt. 374\nNorth Michael, WA 12515",16,151,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
5,ydav4ik,c3h7oh,green,16,Janet,Malone,"208 Misty Mission\nEddieborough, SD 32848",13,59,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,night
4,byrav4ik,c2h5oh,blue,53,Dennis,Holmes,"02926 Theresa Harbors\nSouth Anita, MS 67216",40,136,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
2,thqurma,g18rv44K,yellow,64,Todd,Meyer,"3236 Holly Lights\nLake Patriciashire, GA 61545",32,43,49.07866,30.96755,Zvenihorodka,UA,Europe/Kiev,night
6,c/\0H,c2h5oh,white,33,Aaron,Morgan,USNV Martin\nFPO AP 21338,52,37,49.41029,38.15035,Svatove,UA,Europe/Zaporozhye,night
4,byrav4ik,c2h5oh,blue,50,Theresa,Marshall,"936 Tucker Harbor Suite 175\nPort Lori, AZ 05801",38,113,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
5,ydav4ik,c3h7oh,green,48,Kevin,Henderson,"234 Newton Manors Suite 546\nMariahland, UT 30470",53,94,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
2,thqurma,g18rv44K,yellow,57,Sarah,George,"5830 Dennis Loaf\nJeffreychester, PA 56275",53,151,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
1,kraken,g18rv44K,green,23,Patrick,Marshall,"3058 Moore Extension Apt. 703\nJohnville, MA 75623",40,78,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
6,c/\0H,c2h5oh,white,69,Ryan,Terry,"PSC 2853, Box 3234\nAPO AP 24917",47,30,49.65186,26.97253,Krasyliv,UA,Europe/Kiev,night
5,ydav4ik,c3h7oh,green,46,Melissa,Decker,"69681 Jerry Court\nLake Dillonhaven, CT 73734",24,17,47.48444,36.25361,Polohy,UA,Europe/Zaporozhye,day
2,thqurma,g18rv44K,yellow,2,Brittany,Taylor,"6377 Flores Ports\nWest Julietown, AK 62305",37,80,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
2,thqurma,g18rv44K,yellow,28,Kimberly,Holmes,"782 Brenda Port Apt. 513\nStephenberg, DC 44235",53,154,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
2,thqurma,g18rv44K,yellow,24,Joel,Reeves,"132 Cameron Lane Apt. 446\nAyalastad, AK 01938",28,93,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,night
4,byrav4ik,c2h5oh,blue,59,Jasmine,Clark,"1699 Jenkins Ferry\nPort Derekfurt, ME 70913",16,90,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
6,c/\0H,c2h5oh,white,53,Dennis,Holmes,"02926 Theresa Harbors\nSouth Anita, MS 67216",40,113,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,6,Bianca,Henry,"00250 Adrian Centers\nEast Charlotte, HI 25778",33,56,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,night
5,ydav4ik,c3h7oh,green,12,Cynthia,Burnett,"12379 Costa Ford\nEast Patrickstad, MO 14658",51,2,46.75451,33.34864,Nova Kakhovka,UA,Europe/Kiev,day
5,ydav4ik,c3h7oh,green,56,Erica,Jenkins,"583 White Valleys\nBrookeview, NM 87428",48,130,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
2,thqurma,g18rv44K,yellow,37,William,Ferguson,"1663 Jeffrey Key\nRandystad, WY 69521",35,52,46.75451,33.34864,Nova Kakhovka,UA,Europe/Kiev,day
2,thqurma,g18rv44K,yellow,69,Ryan,Terry,"PSC 2853, Box 3234\nAPO AP 24917",47,115,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,63,Amber,Morgan,"0452 Wanda Plains\nLake Carlos, MT 77335",20,10,51.67822,33.9162,Hlukhiv,UA,Europe/Kiev,night
5,ydav4ik,c3h7oh,green,7,Charlene,Obrien,"5408 Miguel Ferry\nJacobville, OR 41425",45,44,50.18545,27.06365,Shepetivka,UA,Europe/Kiev,night
6,c/\0H,c2h5oh,white,7,Charlene,Obrien,"5408 Miguel Ferry\nJacobville, OR 41425",45,35,50.18545,27.06365,Shepetivka,UA,Europe/Kiev,night
6,c/\0H,c2h5oh,white,57,Sarah,George,"5830 Dennis Loaf\nJeffreychester, PA 56275",53,139,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,night
4,byrav4ik,c2h5oh,blue,67,Melissa,Schwartz,"649 Stephanie Union Suite 716\nSouth Jerry, ME 31760",17,162,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
4,byrav4ik,c2h5oh,blue,45,Andrew,Taylor,"6196 William Locks Apt. 148\nNew Thomas, NE 21412",31,36,51.67822,33.9162,Hlukhiv,UA,Europe/Kiev,day
4,byrav4ik,c2h5oh,blue,16,Janet,Malone,"208 Misty Mission\nEddieborough, SD 32848",13,97,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
4,byrav4ik,c2h5oh,blue,53,Dennis,Holmes,"02926 Theresa Harbors\nSouth Anita, MS 67216",40,130,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
5,ydav4ik,c3h7oh,green,45,Andrew,Taylor,"6196 William Locks Apt. 148\nNew Thomas, NE 21412",31,139,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,night
4,byrav4ik,c2h5oh,blue,46,Melissa,Decker,"69681 Jerry Court\nLake Dillonhaven, CT 73734",24,145,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,42,Heather,Barr,Unit 8436 Box 5678\nDPO AE 54253,38,1,51.67822,33.9162,Hlukhiv,UA,Europe/Kiev,day
1,kraken,g18rv44K,green,5,Scott,Harris,"12502 Kenneth Club Suite 456\nNew Zachary, WV 96762",39,120,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
